area,rooms,floor,elev,parking,price
140,6,1,0,0,1528000
215,10,2,1,2,2736000
157,7,12,1,1,2032000
128,5,6,0,2,1419000
148,6,11,0,2,1586000
233,11,7,0,2,2571000
88,3,9,0,2,1002000
97,4,9,1,2,1483000
193,9,7,1,1,2396000
120,5,7,1,2,1717000
157,7,8,0,2,1777000
174,8,12,0,2,2085000
42,1,11,1,0,715000
153,7,10,1,1,1964000
116,5,12,1,2,1689000
99,4,3,1,0,1194000
241,11,4,1,1,2732000
123,5,5,1,1,1554000
99,4,2,1,0,1174000
231,11,10,0,2,2610000
115,5,9,0,1,1314000
51,2,2,1,2,1037000
169,7,10,0,2,1962000
254,12,6,1,1,2921000
167,7,1,0,1,1880000
202,9,1,0,2,2347000
163,7,9,1,2,2106000
103,4,5,1,0,1323000
125,5,2,1,0,1411000
243,11,6,1,2,2913000
80,3,2,0,2,1186000
63,2,6,0,1,675000
123,5,5,0,0,1147000
242,11,6,1,1,2699000
112,5,2,1,0,1367000
133,6,7,0,1,1511000
137,6,10,1,1,1835000
74,3,5,0,2,972000
248,11,1,0,0,2540000
211,10,6,1,1,2599000
181,8,7,0,0,1835000
165,7,10,0,2,1869000
72,3,8,1,0,1043000
76,3,3,1,2,1216000
79,3,10,0,2,963000
50,2,7,0,1,630000
42,1,6,0,1,478000
215,10,7,1,1,2582000
137,6,11,0,2,1556000
122,5,7,1,1,1683000
81,3,1,1,2,1150000
153,7,4,0,0,1583000
210,10,3,0,2,2457000
148,6,12,1,1,1781000
188,8,4,0,2,1959000
112,5,9,0,0,1244000
252,12,2,1,1,2928000
47,1,11,1,2,1000000
118,5,6,1,2,1627000
193,9,11,0,0,2011000
59,2,9,0,2,795000
132,6,11,0,1,1442000
118,5,11,1,2,1665000
211,10,1,0,2,2552000
145,6,11,1,2,1862000
111,5,10,0,2,1328000
193,9,9,1,0,2340000
104,4,10,0,0,1107000
102,4,10,1,1,1391000
244,11,6,0,2,2650000
42,1,9,0,2,561000
203,9,6,1,2,2412000
160,7,2,1,0,1898000
164,7,3,0,1,1820000
91,4,6,1,1,1345000
47,1,4,0,1,450000
55,2,3,0,0,722000
101,4,8,1,1,1352000
158,7,5,1,2,2048000
42,1,9,1,0,681000
65,2,8,1,0,912000
105,4,4,1,1,1372000
63,2,1,1,1,1068000
118,5,11,0,0,1194000
153,7,7,0,1,1609000
155,7,3,0,2,1919000
165,7,2,1,2,2066000
178,8,6,0,0,1869000
154,7,7,1,2,2052000
103,4,5,0,2,1254000
241,11,4,1,2,2916000
208,9,5,1,1,2355000
168,7,8,0,2,1861000
153,7,12,0,0,1584000
182,8,12,1,1,2187000
118,5,12,1,2,1672000
47,1,8,1,1,759000
131,6,8,0,2,1637000
218,10,10,1,2,2612000
70,3,4,1,0,1006000
48,1,7,1,0,684000
71,3,8,1,0,1106000
230,11,12,1,2,2754000
66,2,3,0,0,684000
231,11,12,1,0,2639000
171,8,8,0,1,1905000
103,4,10,1,2,1586000
120,5,6,0,1,1354000
95,4,7,1,1,1346000
72,3,7,1,2,1333000
54,2,2,0,0,687000
175,8,9,1,2,2189000
46,1,4,0,1,597000
201,9,12,1,2,2505000
116,5,10,1,0,1348000
95,4,4,0,0,929000
92,4,6,1,1,1280000
231,11,10,0,2,2519000
260,12,1,0,2,2937000
199,9,3,0,2,2319000
234,11,11,1,2,2814000
61,2,1,1,1,964000
129,5,9,0,1,1341000
65,2,12,0,2,811000
112,5,1,1,0,1311000
107,4,8,0,0,1063000
109,4,9,0,1,1096000
190,9,1,0,1,2131000
90,4,6,1,1,1271000
110,5,4,1,2,1591000
56,2,6,1,0,816000
84,3,9,0,1,918000
51,2,1,0,2,934000
158,7,4,1,1,1939000
156,7,7,0,2,1756000
93,4,7,1,0,1284000
113,5,8,0,2,1351000
134,6,10,1,0,1680000
132,6,5,0,2,1612000
76,3,10,0,1,787000
164,7,8,1,2,2137000
185,8,11,0,1,1886000
102,4,2,0,1,1232000
140,6,5,0,0,1437000
219,10,7,0,0,2199000
146,6,12,0,0,1379000
173,8,7,0,2,1973000
159,7,11,1,1,1963000
146,6,6,1,2,1831000
43,1,1,1,0,713000
123,5,1,0,2,1576000
154,7,9,1,2,2060000
174,8,3,0,2,2099000
46,1,7,0,1,605000
205,9,10,1,1,2431000
74,3,6,0,2,918000
211,10,9,0,2,2339000
144,6,4,1,2,1850000
178,8,9,0,0,1875000
233,11,9,1,2,2801000
98,4,8,1,2,1485000
159,7,7,1,1,1992000
122,5,11,0,0,1345000
146,6,9,0,1,1519000
66,2,3,0,1,839000
58,2,8,0,0,580000
164,7,8,1,2,2067000
103,4,1,0,0,1128000
66,2,1,0,0,834000
221,10,7,0,2,2352000
103,4,2,1,2,1389000
90,4,1,0,0,1078000
101,4,5,1,2,1514000
143,6,10,1,0,1670000
62,2,2,0,0,766000
151,7,2,0,2,1884000
226,10,3,1,2,2601000
167,7,11,1,0,1986000
134,6,10,1,2,1929000
120,5,11,1,1,1565000
228,10,6,1,2,2730000
195,9,12,1,2,2417000
81,3,10,0,1,843000
204,9,4,0,0,2087000
84,3,2,0,2,1196000
149,6,4,1,0,1750000
45,1,7,0,0,404000
156,7,10,1,2,1985000
59,2,9,1,2,1007000
174,8,8,0,1,1942000
169,7,10,1,0,1980000
193,9,11,1,2,2433000
164,7,12,1,1,2003000
115,5,12,1,2,1672000
177,8,10,1,2,2293000
162,7,12,1,1,2060000
226,10,5,1,0,2529000
244,11,12,0,2,2621000
160,7,9,0,1,1784000
123,5,6,1,1,1574000
103,4,5,0,0,954000
214,10,5,1,0,2451000
246,11,9,0,0,2489000
111,5,5,1,1,1503000
237,11,9,1,2,2887000
86,3,8,1,0,1046000
138,6,1,0,2,1726000
62,2,1,1,1,950000
104,4,4,1,2,1421000
76,3,6,0,2,817000
93,4,8,1,1,1432000
145,6,10,1,1,1891000
40,1,3,0,2,849000
158,7,2,1,0,1834000
190,9,3,1,1,2242000
144,6,9,1,2,1928000
59,2,8,0,2,818000
120,5,4,1,0,1512000
78,3,1,1,2,1181000
228,10,1,0,2,2630000
160,7,6,1,1,1974000
120,5,2,1,1,1536000
196,9,2,1,2,2453000
104,4,1,0,2,1362000
54,2,6,1,1,933000
212,10,9,1,2,2575000
209,9,1,0,0,2105000
127,5,5,0,2,1414000
74,3,3,1,2,1161000
45,1,4,1,0,769000
180,8,4,1,1,2219000
172,8,9,1,2,2269000
104,4,7,1,2,1402000
170,8,3,1,1,2036000
93,4,9,1,0,1350000
170,8,8,1,1,2130000
129,5,5,0,0,1250000
260,12,8,1,2,2988000
134,6,9,0,2,1662000
208,9,12,1,2,2491000
222,10,7,1,2,2638000
119,5,2,1,0,1414000
253,12,2,0,1,2729000
170,8,8,1,2,2199000
161,7,10,1,0,1885000
174,8,8,0,0,1826000
186,8,9,1,1,2111000
56,2,3,0,1,861000
40,1,5,0,1,632000
245,11,7,0,1,2579000
163,7,4,1,1,1939000
82,3,10,1,0,1039000
80,3,9,0,0,842000
126,5,1,0,0,1299000
142,6,3,0,2,1753000
117,5,2,1,2,1664000
66,2,3,0,2,982000
103,4,6,0,2,1297000
118,5,4,1,0,1485000
248,11,5,0,2,2634000
237,11,3,1,2,2783000
256,12,7,1,2,3061000
67,2,1,0,0,711000
128,5,3,1,2,1721000
202,9,7,1,0,2318000
93,4,11,1,0,1254000
61,2,6,0,1,698000
199,9,2,0,1,2287000
95,4,12,0,1,1079000
165,7,8,1,2,2044000
232,11,6,0,2,2650000
137,6,5,0,2,1532000
64,2,1,1,0,883000
54,2,6,0,1,800000
49,1,6,1,1,776000
227,10,4,1,2,2662000
48,1,6,0,0,433000
115,5,12,0,2,1396000
207,9,12,1,0,2362000
242,11,5,0,0,2427000
49,1,4,0,2,621000
223,10,3,0,2,2604000
156,7,10,0,0,1630000
42,1,4,1,0,590000
154,7,4,0,1,1698000
136,6,2,0,0,1527000
148,6,9,0,0,1571000
110,5,7,0,1,1179000
91,4,11,1,2,1476000
83,3,7,1,0,1072000
42,1,4,1,1,802000
62,2,9,1,2,1070000
250,12,4,1,0,2815000
76,3,11,1,0,1090000
260,12,9,0,2,2906000
212,10,11,1,2,2614000
138,6,2,0,1,1559000
225,10,4,1,1,2578000
130,6,1,1,2,1777000
146,6,7,0,2,1632000
249,11,7,0,1,2596000
241,11,11,0,1,2571000
100,4,1,0,2,1330000
174,8,12,1,2,2210000
93,4,8,0,0,1041000
241,11,10,1,1,2814000
52,2,6,1,1,1005000
190,9,7,1,0,2224000
114,5,5,0,0,1159000
144,6,5,0,1,1483000
66,2,2,1,2,1057000
116,5,12,0,1,1329000
87,3,7,0,1,983000
259,12,9,0,2,2821000
75,3,5,1,2,1282000
106,4,12,1,1,1394000
211,10,11,1,2,2603000
249,11,11,0,0,2532000
143,6,1,1,1,1742000
187,8,11,1,0,2163000
108,4,9,0,2,1236000
88,3,4,0,2,1147000
213,10,1,1,1,2521000
234,11,7,0,2,2526000
84,3,4,0,1,878000
181,8,12,1,1,2169000
112,5,10,1,0,1475000
205,9,2,1,2,2473000
111,5,1,0,1,1383000
204,9,6,1,2,2434000
240,11,5,0,0,2296000
227,10,1,1,0,2537000
238,11,4,1,2,2828000
142,6,3,1,2,1805000
212,10,5,1,2,2659000
172,8,1,1,1,2049000
185,8,12,0,1,1954000
73,3,8,0,0,747000
213,10,2,0,2,2474000
206,9,1,0,0,2163000
237,11,10,0,2,2610000
224,10,6,0,0,2254000
201,9,3,0,1,2271000
215,10,3,1,0,2459000
202,9,6,0,0,2048000
212,10,6,1,1,2512000
123,5,6,0,1,1354000
101,4,1,1,2,1425000
98,4,1,0,2,1403000
152,7,9,1,0,1908000
140,6,2,0,2,1849000
218,10,8,1,0,2447000
82,3,9,0,0,720000
169,7,7,0,2,1865000
258,12,8,1,1,3023000
230,11,5,0,0,2381000
107,4,4,1,0,1326000
186,8,7,0,0,1872000
169,7,7,1,2,2137000
50,2,6,0,0,496000
128,5,4,0,1,1308000
234,11,1,0,0,2533000
81,3,4,1,1,1277000
217,10,4,0,2,2383000
190,9,11,0,1,2066000
252,12,12,0,1,2601000
100,4,6,0,1,1055000
188,8,12,1,2,2285000
208,9,7,1,0,2337000
73,3,8,1,1,1208000
97,4,8,0,0,978000
254,12,8,0,0,2566000
133,6,3,0,1,1538000
141,6,8,1,1,1722000
69,2,9,0,1,800000
66,2,2,0,2,961000
212,10,9,1,2,2689000
64,2,5,0,1,653000
127,5,9,1,1,1599000
186,8,8,1,1,2314000
59,2,7,0,0,593000
226,10,10,1,1,2562000
70,3,5,0,0,688000
224,10,6,0,2,2516000
134,6,12,0,2,1607000
113,5,10,0,2,1415000
192,9,1,0,0,2147000
232,11,4,0,1,2429000
252,12,5,0,2,2892000
44,1,1,1,0,533000
107,4,4,1,2,1425000
68,2,9,1,1,1096000
243,11,9,1,1,2701000
253,12,8,1,2,3033000
157,7,11,1,1,2049000
204,9,10,1,1,2396000
54,2,10,0,1,720000
232,11,7,0,0,2501000
172,8,2,1,0,2039000
47,1,8,0,0,494000
210,10,1,0,1,2391000
144,6,5,1,0,1615000
230,11,8,0,0,2356000
42,1,8,1,2,927000
204,9,3,1,0,2289000
113,5,6,0,2,1402000
205,9,4,1,0,2329000
211,10,1,1,2,2481000
135,6,3,0,0,1540000
101,4,10,0,1,1159000
259,12,6,1,2,3091000
77,3,11,1,0,1017000
224,10,12,0,0,2222000
140,6,7,1,2,1866000
259,12,7,0,2,2731000
91,4,11,0,0,1075000
198,9,4,1,2,2546000
145,6,5,0,0,1498000
231,11,6,1,2,2817000
122,5,11,1,1,1586000
71,3,6,1,1,1186000
183,8,6,1,1,2077000
246,11,12,0,2,2706000
225,10,9,1,0,2479000
147,6,9,0,2,1549000
107,4,1,1,2,1481000
53,2,4,0,1,657000
146,6,2,0,1,1676000
243,11,12,0,1,2530000
198,9,12,0,2,2144000
53,2,5,1,1,910000
101,4,7,0,2,1190000
87,3,11,0,1,922000
260,12,11,0,1,2703000
96,4,5,1,0,1195000
55,2,10,1,1,883000
75,3,1,0,0,856000
40,1,5,1,1,822000
126,5,4,0,1,1341000
195,9,8,0,0,2032000
107,4,7,0,0,1154000
232,11,9,0,1,2509000
150,7,11,1,0,1817000
140,6,11,0,0,1425000
106,4,4,1,1,1427000
41,1,1,0,1,676000
49,1,2,1,2,916000
228,10,5,1,1,2670000
214,10,9,1,2,2600000
54,2,3,0,2,987000
67,2,3,1,2,965000
85,3,4,1,0,1057000
171,8,6,1,1,2081000
70,3,6,1,2,1270000
99,4,2,1,1,1380000
221,10,7,0,2,2383000
41,1,1,1,2,731000
92,4,3,1,0,1208000
135,6,10,1,0,1706000
133,6,9,1,2,1860000
95,4,12,1,2,1428000
81,3,2,0,2,1071000
146,6,11,0,2,1698000
165,7,10,1,1,1992000
207,9,9,0,0,1991000
260,12,3,1,1,2946000
214,10,11,0,2,2351000
76,3,11,0,0,869000
98,4,12,1,0,1221000
97,4,7,1,1,1337000
66,2,8,1,2,1080000
145,6,4,0,0,1415000
112,5,3,0,1,1327000
236,11,4,0,1,2458000
42,1,9,1,0,702000
229,10,4,1,1,2552000
45,1,3,1,2,868000
146,6,12,0,0,1500000
46,1,7,0,1,566000
76,3,1,0,0,903000
181,8,12,1,2,2228000
220,10,10,0,0,2315000
44,1,4,0,2,530000
94,4,5,1,0,1119000
149,6,4,0,0,1459000
190,9,8,1,1,2320000
213,10,3,0,1,2405000
55,2,1,0,1,764000
59,2,2,1,2,1052000
144,6,5,0,1,1505000
67,2,4,0,0,719000
68,2,4,0,2,874000
255,12,7,1,0,2880000
44,1,9,1,1,865000
119,5,6,1,0,1483000
91,4,8,1,0,1167000
55,2,2,0,0,673000
140,6,5,0,2,1599000
57,2,4,1,2,1152000
192,9,6,1,2,2408000
195,9,3,0,2,2313000
172,8,5,1,0,1983000
123,5,5,0,2,1407000
151,7,3,0,1,1739000
64,2,11,0,2,895000
242,11,10,1,1,2835000
245,11,3,0,1,2686000
133,6,7,0,1,1467000
213,10,11,0,0,2279000
180,8,2,0,0,1986000
247,11,10,0,2,2648000
66,2,12,1,0,941000
140,6,1,1,0,1577000
40,1,5,1,1,671000
190,9,1,1,2,2352000
75,3,12,1,1,1234000
217,10,7,0,1,2373000
136,6,4,1,1,1714000
94,4,7,0,2,1203000
75,3,8,0,0,852000
155,7,2,1,0,1819000
239,11,11,1,0,2668000
192,9,5,1,0,2187000
226,10,6,1,2,2693000
86,3,8,0,2,1029000
180,8,4,1,2,2144000
145,6,3,1,0,1629000
253,12,2,0,0,2722000
254,12,4,1,0,2816000
260,12,4,1,0,2799000
180,8,1,0,1,2050000
106,4,12,1,1,1363000
240,11,4,0,0,2299000
116,5,4,1,1,1564000
133,6,6,1,1,1704000
174,8,9,1,0,2071000
144,6,5,1,2,1891000
192,9,12,0,0,2015000
81,3,7,0,2,979000
54,2,10,0,0,555000
98,4,8,1,1,1354000
97,4,7,1,2,1496000
65,2,6,0,1,836000
167,7,3,0,1,1894000
253,12,3,0,2,2808000
245,11,6,0,0,2403000
92,4,3,1,2,1462000
176,8,5,0,2,2120000
157,7,11,1,2,2066000
76,3,9,0,2,984000
79,3,10,0,0,907000
78,3,5,0,2,1000000
116,5,4,0,2,1420000
111,5,5,0,2,1273000
77,3,2,1,2,1288000
163,7,7,1,2,2158000
246,11,11,0,1,2652000
111,5,2,0,1,1403000
126,5,12,0,1,1448000
80,3,1,1,0,1051000
257,12,12,0,1,2699000
60,2,10,1,0,873000
44,1,2,1,1,735000
197,9,10,1,0,2261000
134,6,4,1,0,1670000
167,7,1,0,0,1774000
46,1,2,0,1,659000
237,11,3,1,2,2851000
154,7,6,0,2,1796000
105,4,5,0,2,1147000
134,6,7,0,0,1286000
145,6,1,0,1,1578000
161,7,4,1,1,1979000
82,3,3,0,0,971000
249,11,4,0,1,2573000
189,8,9,1,0,2146000
233,11,8,1,1,2684000
184,8,4,1,1,2206000
105,4,1,0,2,1417000
150,7,7,0,2,1755000
145,6,6,0,1,1630000
95,4,8,0,0,897000
240,11,12,1,2,2908000
55,2,6,0,0,618000
164,7,6,0,2,1804000
174,8,3,1,0,1966000
56,2,10,0,0,679000
59,2,6,0,0,645000
165,7,8,0,2,1835000
95,4,4,1,0,1245000
207,9,12,1,2,2545000
198,9,10,0,2,2159000
59,2,10,0,2,851000
91,4,11,1,0,1169000
155,7,10,0,2,1863000
107,4,1,0,0,1259000
92,4,1,1,1,1196000
98,4,7,0,2,1229000
239,11,2,1,2,2883000
147,6,10,1,1,1803000
90,4,2,0,2,1302000
174,8,3,0,0,1968000
60,2,2,0,0,759000
105,4,3,1,2,1410000
186,8,2,0,1,1986000
215,10,11,1,1,2621000
85,3,9,0,0,873000
110,5,2,1,2,1598000
156,7,4,1,2,2000000
84,3,10,1,2,1291000
165,7,6,0,1,1770000
237,11,10,0,0,2470000
157,7,2,1,2,2036000
112,5,11,1,2,1680000
160,7,2,1,1,1899000
84,3,9,1,0,1091000
73,3,2,0,0,992000
246,11,1,0,2,2712000
121,5,5,1,2,1661000
86,3,9,1,0,1176000
238,11,2,1,2,2830000
254,12,3,0,1,2778000
246,11,12,0,2,2648000
119,5,2,0,1,1386000
75,3,1,1,2,1278000
182,8,2,0,2,2195000
40,1,3,1,0,691000
136,6,2,1,0,1699000
120,5,9,1,0,1431000
72,3,12,0,2,1032000
207,9,10,0,0,2035000
79,3,10,1,0,1114000
75,3,10,1,0,1009000
252,12,9,0,1,2740000
257,12,6,0,0,2627000
101,4,10,1,2,1565000
40,1,3,1,0,589000
118,5,2,1,0,1373000
201,9,3,0,0,2163000
244,11,5,0,1,2538000
46,1,9,1,2,974000
63,2,11,1,1,1066000
214,10,3,0,0,2292000
228,10,7,1,2,2662000
95,4,6,1,1,1273000
133,6,11,1,1,1734000
82,3,12,1,1,1185000
43,1,8,1,1,844000
172,8,1,0,2,2150000
182,8,1,1,2,2158000
156,7,4,1,1,1907000
142,6,1,0,0,1526000
239,11,5,0,0,2426000
260,12,8,1,2,3078000
144,6,1,0,2,1816000
56,2,12,1,0,801000
57,2,10,0,1,673000
197,9,7,1,2,2536000
247,11,5,0,0,2482000
247,11,12,1,2,2928000
226,10,3,1,0,2531000
172,8,11,1,1,2161000
42,1,8,0,1,492000
67,2,1,0,2,977000
251,12,7,1,1,2944000
124,5,12,0,1,1453000
240,11,3,1,0,2593000
96,4,9,1,1,1325000
110,5,5,0,1,1306000
182,8,10,1,1,2261000
236,11,3,0,2,2628000
41,1,3,0,1,639000
137,6,8,0,0,1367000
211,10,5,0,2,2372000
209,9,1,0,1,2348000
167,7,10,0,1,1818000
51,2,1,1,1,899000
196,9,9,1,1,2411000
104,4,9,1,0,1255000
140,6,11,0,1,1584000
87,3,4,1,0,1060000
47,1,12,1,2,887000
54,2,5,0,1,713000
61,2,12,0,2,878000
106,4,1,1,2,1405000
152,7,4,0,1,1690000
98,4,12,0,0,1057000
194,9,2,0,2,2371000
239,11,8,1,0,2740000
152,7,1,0,0,1766000
165,7,8,1,2,2074000
66,2,8,1,0,814000
56,2,12,1,1,935000
165,7,2,0,1,1979000
109,4,6,1,0,1323000
172,8,1,0,1,2048000
173,8,4,1,2,2142000
82,3,6,0,0,878000
245,11,8,1,2,2882000
132,6,1,1,2,1839000
180,8,7,1,1,2141000
251,12,4,0,0,2524000
257,12,2,1,1,2926000
154,7,1,0,1,1870000
75,3,2,1,1,1041000
154,7,5,1,0,1824000
143,6,11,0,1,1451000
170,8,6,1,2,2230000
93,4,9,0,1,1160000
117,5,5,1,2,1676000
79,3,6,1,2,1230000
259,12,10,0,0,2641000
165,7,7,0,2,1881000
115,5,8,0,1,1294000
197,9,2,1,0,2202000
228,10,4,0,2,2456000
209,9,9,0,0,2038000
191,9,6,0,2,2224000
198,9,3,1,2,2442000
255,12,2,0,1,2889000
226,10,1,0,1,2392000
129,5,9,1,1,1647000
206,9,6,1,0,2341000
170,8,7,0,2,2010000
233,11,9,1,2,2798000
213,10,12,0,0,2178000
254,12,3,1,1,2937000
132,6,4,1,1,1736000
92,4,7,1,0,1260000
145,6,6,0,1,1548000
150,7,9,0,1,1699000
62,2,2,1,0,915000
123,5,9,1,1,1577000
243,11,5,0,0,2370000
249,11,1,0,2,2760000
231,11,4,0,2,2594000
117,5,7,1,0,1364000
216,10,2,0,1,2392000
100,4,12,1,1,1361000
162,7,1,1,1,1856000
211,10,4,1,0,2449000
58,2,9,0,2,791000
166,7,1,0,1,1854000
56,2,10,1,0,897000
136,6,9,1,1,1816000
230,11,5,1,2,2736000
129,5,5,1,0,1461000
78,3,3,0,0,904000
139,6,6,1,0,1697000
147,6,4,1,2,1830000
147,6,12,0,2,1682000
214,10,1,1,2,2618000
138,6,1,1,2,1775000
232,11,3,1,0,2699000
160,7,2,1,1,1982000
147,6,11,0,1,1666000
146,6,9,0,1,1517000
105,4,2,0,0,1121000
166,7,4,0,0,1770000
109,4,2,0,2,1358000
227,10,5,1,0,2561000
168,7,8,1,2,2179000
78,3,7,1,0,1098000
42,1,11,1,2,884000
208,9,12,0,0,2143000
247,11,12,1,1,2782000
156,7,7,1,2,2119000
126,5,10,0,1,1367000
238,11,1,1,1,2685000
99,4,12,1,1,1381000
88,3,2,0,0,928000
168,7,12,0,1,1812000
178,8,10,1,1,2251000
240,11,12,0,1,2436000
203,9,3,0,0,2117000
115,5,3,0,0,1232000
82,3,3,0,0,912000
83,3,1,0,1,1042000
200,9,3,0,1,2171000
55,2,11,1,0,901000
203,9,11,1,0,2213000
45,1,4,0,0,500000
257,12,3,0,2,2898000
145,6,4,0,0,1519000
242,11,6,0,2,2623000
88,3,3,1,1,1257000
60,2,2,1,1,964000
192,9,3,0,0,2089000
70,3,7,1,1,1199000
226,10,12,0,0,2364000
156,7,9,1,2,2133000
232,11,11,0,2,2616000
209,9,10,0,1,2208000
142,6,10,0,0,1465000
212,10,2,1,2,2652000
52,2,4,1,2,1065000
228,10,7,1,1,2658000
260,12,9,0,0,2620000
211,10,3,0,0,2359000
177,8,10,1,1,2202000
89,3,1,1,0,1198000
242,11,8,0,1,2425000
61,2,1,0,1,865000
65,2,12,0,2,758000
126,5,8,0,2,1354000
166,7,1,1,2,2121000
155,7,4,0,0,1613000
212,10,7,1,0,2344000
176,8,1,0,2,2027000
191,9,10,0,2,2271000
91,4,1,0,0,1060000
48,1,11,1,2,930000
122,5,10,0,2,1303000
218,10,9,1,2,2714000
69,2,1,1,1,972000
190,9,3,1,0,2174000
66,2,10,0,1,757000
251,12,8,0,2,2793000
65,2,6,0,1,690000
103,4,12,1,1,1387000
115,5,9,0,2,1349000
196,9,12,1,2,2416000
163,7,10,1,1,2066000
173,8,2,0,1,2023000
89,3,3,1,0,1014000
211,10,10,1,1,2501000
89,3,10,1,1,1220000
207,9,12,1,0,2311000
200,9,6,0,0,2033000
62,2,10,1,0,916000
218,10,9,0,2,2351000
231,11,12,1,0,2743000
247,11,3,1,2,2886000
193,9,5,1,1,2325000
99,4,12,1,0,1234000
149,6,12,1,2,1999000
212,10,12,0,1,2314000
254,12,12,1,1,2999000
42,1,8,1,0,736000
51,2,2,1,1,900000
102,4,3,0,1,1201000
129,5,3,1,1,1641000
69,2,11,0,2,829000
51,2,2,0,2,857000
125,5,2,1,1,1537000
226,10,11,0,1,2365000
228,10,2,0,1,2531000
61,2,2,1,1,922000
250,12,5,1,2,3007000
123,5,6,0,2,1518000
72,3,3,1,0,979000
124,5,7,0,1,1435000
103,4,1,0,2,1409000
195,9,11,0,2,2281000
220,10,12,1,1,2607000
61,2,4,1,0,896000
260,12,10,1,1,3073000
180,8,9,0,1,1979000
236,11,12,1,1,2809000
41,1,1,1,0,695000
45,1,7,0,0,385000
146,6,5,1,0,1633000
206,9,11,1,2,2583000
139,6,1,0,2,1698000
53,2,7,1,0,915000
174,8,5,0,2,2029000
58,2,6,0,1,617000
198,9,9,0,0,2059000
53,2,9,1,1,950000
154,7,10,0,1,1743000
154,7,12,1,0,1878000
229,10,2,1,2,2726000
237,11,6,0,0,2369000
258,12,6,1,1,2977000
244,11,5,1,1,2776000
206,9,7,0,1,2185000
223,10,3,1,2,2699000
236,11,6,0,0,2368000
213,10,1,1,0,2389000
60,2,12,0,2,882000
126,5,8,0,2,1378000
56,2,12,0,0,664000
83,3,12,1,2,1374000
194,9,8,0,1,2006000
52,2,4,1,0,791000
53,2,9,1,1,918000
149,6,3,1,1,1795000
195,9,2,1,2,2492000
89,3,6,0,0,809000
173,8,2,0,2,2179000
251,12,1,1,2,2948000
98,4,9,1,2,1393000
145,6,3,0,2,1776000
199,9,3,0,0,2168000
121,5,4,1,1,1595000
54,2,6,1,0,878000
198,9,11,0,0,2053000
193,9,9,1,0,2263000
192,9,9,1,1,2415000
177,8,12,0,1,1876000
127,5,7,0,1,1303000
87,3,12,1,0,1160000
174,8,9,0,0,1725000
159,7,6,1,0,1912000
249,11,6,0,1,2500000
63,2,9,1,1,970000
55,2,12,1,0,869000
170,8,10,0,1,1831000
206,9,7,0,0,2149000
70,3,4,1,1,1116000
229,10,9,0,2,2570000
205,9,2,0,0,2144000
73,3,9,0,1,849000
170,8,1,1,1,2121000
250,12,2,1,0,2811000
71,3,12,0,1,819000
138,6,9,0,1,1580000
142,6,7,1,0,1629000
101,4,2,1,0,1231000
73,3,5,0,1,955000
251,12,5,1,0,2843000
202,9,9,1,0,2331000
243,11,10,1,2,2850000
229,10,3,0,0,2326000
251,12,5,1,0,2793000
73,3,9,0,0,780000
74,3,9,1,1,1249000
216,10,7,1,1,2566000
133,6,8,1,2,1842000
178,8,10,1,1,2138000
109,4,3,1,0,1310000
191,9,11,1,1,2350000
158,7,1,0,2,1876000
141,6,10,0,0,1553000
244,11,2,0,0,2570000
96,4,3,1,2,1454000
186,8,11,1,0,2035000
46,1,1,0,1,602000
212,10,5,1,0,2387000
146,6,11,0,2,1635000
92,4,1,0,0,1117000
167,7,11,1,0,1967000
42,1,5,1,2,855000
228,10,4,0,0,2177000
57,2,3,1,1,1006000
100,4,6,0,1,1121000
155,7,8,0,2,1825000
119,5,2,0,0,1343000
62,2,6,0,0,632000
233,11,3,0,0,2457000
90,4,1,1,2,1405000
163,7,1,1,2,2018000
255,12,7,0,1,2603000
129,5,10,1,1,1553000
142,6,12,0,1,1552000
241,11,11,0,0,2400000
41,1,3,1,1,808000
149,6,1,1,2,1839000
51,2,4,1,1,884000
102,4,3,0,0,1078000
102,4,9,1,0,1341000
133,6,3,0,1,1569000
129,5,1,1,0,1419000
218,10,10,1,0,2484000
115,5,10,1,1,1528000
164,7,9,0,0,1651000
66,2,6,0,2,976000
251,12,3,0,1,2799000
246,11,5,1,0,2807000
249,11,4,0,2,2568000
93,4,7,1,2,1397000
259,12,4,1,0,2881000
127,5,8,0,0,1258000
74,3,6,0,2,947000
111,5,8,1,2,1586000
231,11,5,1,2,2781000
177,8,1,0,1,1953000
93,4,10,1,1,1370000
225,10,9,1,1,2725000
112,5,7,0,0,1267000
231,11,11,0,1,2558000
222,10,3,1,2,2608000
227,10,9,1,2,2711000
98,4,5,1,1,1376000
208,9,12,0,0,2199000
57,2,9,1,2,1091000
73,3,9,0,2,983000
238,11,12,1,0,2744000
52,2,4,0,0,470000
45,1,4,0,0,355000
124,5,3,0,0,1330000
145,6,1,1,0,1646000
107,4,10,1,2,1591000
232,11,9,0,2,2532000
104,4,3,0,0,1213000
94,4,1,1,0,1229000
199,9,6,0,2,2331000
98,4,5,0,1,1124000
133,6,4,1,0,1620000
246,11,12,0,0,2437000
81,3,6,0,2,1027000
165,7,3,1,2,2074000
137,6,12,0,2,1596000
255,12,4,1,2,2960000
235,11,4,0,0,2392000
190,9,1,0,1,2205000
164,7,1,1,0,1840000
58,2,12,1,2,1199000
73,3,7,0,0,894000
155,7,11,0,1,1701000
100,4,9,0,2,1261000
