,credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1271,1,0.1096,121.89,10.70826555,17.41,732,4320.0,886,25.3,3,0,0,0,0,0,0,0,0,0
1272,1,0.1159,206.37,10.54534144,8.53,682,4290.958333,6288,22.3,3,0,1,1,0,0,0,1,0,0
1273,1,0.1286,107.61,10.43081625,14.77,672,7139.958333,3318,34.9,1,1,0,0,0,0,0,0,0,0
1274,1,0.1317,168.88,11.00209984,14.6,667,2610.0,7708,48.5,1,0,0,0,1,0,0,0,0,0
1275,1,0.0832,135.39,10.81977828,17.9,757,4139.958333,4169,17.6,0,0,0,0,0,0,0,0,1,0
1276,1,0.0832,50.38,10.34174248,8.5,742,1860.0,4158,19.9,0,0,0,0,0,0,0,0,0,0
1277,1,0.1191,87.91,10.51686074,19.77,677,4559.958333,10679,55.3,1,0,1,0,0,1,0,0,0,0
1278,1,0.1191,169.18,11.20403338,18.11,687,4619.958333,22906,75.6,0,0,0,0,1,0,0,0,0,0
1279,1,0.1412,167.76,10.385913699999998,23.85,682,3569.958333,2379,68.0,1,0,1,0,0,1,0,0,0,0
1280,1,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,0,0,1,1,0,0,0,0,0
1281,1,0.09699999999999999,44.18,10.59568428,20.84,757,7829.958333,14813,36.8,0,0,0,0,0,0,0,0,0,0
1282,1,0.1191,201.52,10.79949394,14.33,682,4533.958333,16979,41.0,0,1,0,1,0,1,0,0,0,0
1283,1,0.09699999999999999,76.31,10.30895266,15.04,747,1679.9583329999998,2420,5.8,0,0,0,0,0,0,0,0,0,0
1284,1,0.1475,259.08,10.30895266,20.4,662,3240.0,1244,44.4,2,0,0,0,0,0,0,0,1,0
1285,1,0.1033,180.76,10.30908599,13.88,752,2670.0,5063,40.8,6,0,0,0,0,0,0,0,0,0
1286,1,0.1633,105.97,10.91508846,26.05,672,5430.0,19487,89.2,2,0,0,0,0,0,1,0,0,0
1287,1,0.1096,185.69,11.08214255,12.04,697,8219.958333,7350,37.3,0,0,0,0,0,1,0,0,0,0
1288,1,0.1191,216.45,10.83467754,20.69,707,5669.958333,16881,50.7,0,0,0,0,0,0,1,0,0,0
1289,1,0.1222,193.26,10.91508846,14.84,677,3240.0,7440,89.6,0,0,0,0,1,0,0,0,0,0
1290,1,0.1286,50.44,10.48514436,13.45,662,4619.958333,10363,71.0,2,0,1,0,0,0,1,0,0,0
1291,1,0.1096,113.71,11.22524339,9.92,687,6240.0,22796,51.9,1,0,0,1,0,0,0,0,0,0
1292,1,0.1096,110.43,10.30895266,0.6,722,1440.0,767,4.2,3,0,0,0,0,0,0,0,0,0
1293,1,0.1096,185.69,10.70817611,18.52,712,2250.0,25925,66.1,0,0,0,0,0,1,0,0,0,0
1294,1,0.1033,109.43,10.30895266,5.52,712,1649.958333,598,2.9,1,0,0,0,0,0,0,0,0,0
1295,1,0.1222,145.78,10.24313332,17.63,677,2550.0,7474,35.8,2,1,0,0,0,0,0,0,1,0
1296,1,0.0832,174.74,10.71163613,13.64,777,4559.958333,5578,9.0,2,0,0,0,0,1,0,0,0,0
1297,1,0.1222,79.97,10.63585545,22.36,677,5580.0,12785,77.2,2,0,0,0,0,0,0,0,0,0
1298,1,0.0832,47.23,10.54534144,2.53,732,2789.958333,3421,22.1,1,0,0,0,0,1,0,0,0,0
1299,1,0.1222,165.77,11.42954386,5.06,722,6389.958333,5424,98.6,0,0,0,0,0,0,0,0,0,0
1300,1,0.1696,135.41,10.46310334,29.42,672,5339.958333,536,9.2,2,0,0,0,0,1,0,0,0,0
1301,1,0.1191,116.1,12.07254125,2.47,677,1770.0,23806,60.6,1,0,0,0,0,0,1,0,0,0
1302,1,0.1096,110.43,10.71441777,13.6,722,4470.0,23280,92.0,3,0,0,0,0,1,0,0,0,0
1303,1,0.08,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,1,0,0,0,0,1,0,0,0,0
1304,1,0.1146,263.66,11.28978191,21.72,697,7577.0,73150,72.9,0,0,0,1,0,1,0,0,0,0
1305,1,0.1159,194.82,11.51292546,20.29,707,6119.958333,57152,78.7,0,0,0,0,1,0,0,0,0,0
1306,1,0.1001,69.39,10.46310334,1.2,722,3330.0,2400,35.8,0,0,0,0,0,1,0,0,0,0
1307,1,0.1538,243.97,11.28978191,9.24,667,6540.0,33102,99.4,2,0,1,1,1,0,0,0,0,0
1308,1,0.0768,96.69,10.621424900000001,9.39,787,5044.958333,15715,21.5,1,0,0,0,0,0,0,0,1,0
1309,1,0.1128,218.6,11.184421400000002,16.86,697,2208.0,21659,49.9,1,0,0,1,1,0,0,0,0,0
1310,1,0.1033,180.76,10.645424900000002,0.0,772,7529.958333,0,0.0,6,0,0,0,0,1,0,0,0,0
1311,1,0.0832,141.68,10.59663473,13.02,752,6300.0,12183,45.1,0,0,0,0,0,1,0,0,0,0
1312,1,0.0832,174.74,11.31447453,4.36,752,3420.0,26040,49.1,3,0,0,0,0,0,0,0,0,0
1313,1,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801,63.7,0,0,0,1,0,0,0,0,0,0
1314,1,0.1128,167.65,11.05879518,14.68,687,4770.0,17550,38.6,2,0,0,1,0,1,0,0,0,0
1315,1,0.1159,158.5,10.81977828,20.45,707,5820.0,11781,58.9,2,0,0,0,0,1,0,0,0,0
1316,1,0.0832,135.39,10.93310697,17.04,752,7499.958333,68895,41.9,2,0,0,0,1,0,0,0,0,0
1317,1,0.0737,31.05,11.25631561,0.74,782,12407.0,2440,8.6,0,0,0,0,0,0,0,0,0,0
1318,1,0.1254,226.78,11.37779279,20.95,702,6630.0,31518,93.2,0,0,0,0,1,0,0,0,0,0
1319,1,0.1221,566.36,11.28978191,7.93,742,6378.041667,15146,27.2,1,0,0,0,0,0,0,0,0,0
1320,1,0.08,184.89,12.34583459,3.92,782,4372.0,8247,11.1,2,0,0,0,1,0,0,0,0,0
1321,1,0.1159,138.68,10.30895266,17.08,687,4500.0,10655,68.7,1,0,0,0,0,0,0,0,0,0
1322,1,0.138,236.86,10.81977828,20.3,672,3690.0,9344,79.2,1,0,0,0,1,0,0,0,0,0
1323,1,0.1033,64.85,9.998797732,9.0,697,1860.0,8935,27.8,1,0,0,0,0,0,0,0,0,0
1324,1,0.0863,110.7,9.952277717000001,1.71,742,2345.0,1087,10.9,1,0,0,0,0,0,0,0,0,0
1325,1,0.1096,147.24,11.05089001,6.17,697,8820.0,17558,62.3,1,0,1,0,0,1,0,0,0,0
1326,1,0.1001,157.33,10.81977828,9.62,717,3119.958333,11579,37.0,2,0,0,0,0,0,0,0,0,0
1327,1,0.1128,94.51,10.51325312,4.83,687,5220.0,5260,92.3,0,0,1,0,1,0,0,0,0,0
1328,1,0.1412,191.73,10.23995979,24.77,682,3239.958333,86,1.1,0,0,0,0,1,0,0,0,0,0
1329,1,0.0863,237.21,12.32385568,7.44,742,4380.0,15611,21.0,2,0,0,0,0,0,0,1,0,0
1330,1,0.0832,110.2,10.858999,19.41,782,13260.0,2967,5.0,0,0,0,0,0,0,1,0,0,0
1331,1,0.1128,156.14,11.3736634,1.32,722,1260.0,10318,30.9,1,0,0,0,0,1,0,0,0,0
1332,1,0.0863,159.73,11.28983191,1.84,727,4530.0,2733,15.4,1,0,0,0,0,0,0,1,0,0
1333,1,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673,58.4,0,0,0,1,0,0,0,0,0,0
1334,1,0.138,81.8,10.77895629,1.35,662,1890.0,3171,77.3,0,0,0,0,0,0,0,0,0,0
1335,1,0.1159,80.9,11.35040654,13.19,682,7499.958333,44198,51.9,0,0,0,0,1,0,0,0,0,0
1336,1,0.1349,254.48,11.89067673,9.58,662,7710.0,15030,52.2,1,0,0,1,1,0,0,0,0,0
1337,1,0.1128,200.52,10.4341158,10.06,692,1769.9583329999998,5129,35.4,1,0,0,0,0,1,0,0,0,0
1338,1,0.1286,184.95,10.42376834,17.31,672,1950.0,12596,46.3,0,0,0,0,1,0,0,0,0,0
1339,1,0.1159,247.65,11.66650455,11.89,687,2910.0,25588,58.0,1,0,0,0,1,0,0,0,0,0
1340,1,0.0768,65.5,10.92952915,3.59,757,7529.958333,14538,32.0,1,0,0,0,0,0,0,0,0,0
1341,1,0.1128,32.88,10.46310334,15.69,697,4320.958333,199,2.3,1,0,0,1,0,0,0,0,0,0
1342,1,0.1286,92.48,10.96819829,13.57,667,2519.958333,3109,42.6,2,0,0,0,1,0,0,0,0,0
1343,1,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227,41.0,3,1,0,1,0,0,0,0,0,0
1344,1,0.08,156.69,10.96812932,10.78,757,3179.958333,4496,9.7,3,0,0,0,0,1,0,0,0,0
1345,1,0.0768,124.76,10.621424900000001,10.74,792,4589.958333,2775,13.7,3,0,0,0,0,0,0,0,0,0
1346,1,0.1001,242.04,11.27720313,15.21,727,4979.958333,2801,6.7,0,1,0,0,0,0,0,0,0,0
1347,1,0.1033,129.69,10.34174248,10.03,702,3839.958333,6796,32.4,0,0,0,0,0,1,0,0,0,0
1348,1,0.1096,245.4,10.51009597,7.16,697,3599.958333,27491,56.2,3,0,0,0,0,1,0,0,0,0
1349,1,0.1412,102.71,10.08580911,9.3,662,1470.0,5062,85.8,0,0,0,0,1,0,0,0,0,0
1350,1,0.1272,59.57,10.71441777,10.64,667,3179.958333,1030,4.6,0,3,0,0,0,0,0,0,1,0
1351,1,0.1051,136.54,10.95080655,10.59,707,7350.0,5014,18.1,0,2,0,0,1,0,0,0,0,0
1352,1,0.1146,98.88,9.942708266,3.58,707,3879.041667,2731,97.5,0,0,0,0,1,0,0,0,0,0
1353,1,0.1209,156.31,10.59663473,21.93,712,4650.958333,3266,49.5,0,0,0,0,0,1,0,0,0,0
1354,1,0.1083,146.97,10.54534144,13.54,712,3930.958333,1818,29.8,2,0,0,0,0,0,1,0,0,0
1355,1,0.1178,99.33,10.27090459,0.66,717,1142.0,843,30.1,0,0,0,0,0,0,0,0,0,0
1356,1,0.1051,243.81,10.645424900000002,16.23,727,3573.958333,26784,63.6,1,0,0,0,0,1,0,0,0,0
1357,1,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194,54.8,1,0,0,1,0,1,0,0,0,0
1358,1,0.1241,172.07,11.56171563,20.29,747,5585.0,8855,31.2,7,0,0,0,0,0,0,0,0,0
1359,1,0.1051,243.81,11.98292909,9.55,722,4685.958333,39979,49.5,0,0,0,0,0,1,0,0,0,0
1360,1,0.1588,245.69,11.46163217,24.19,667,5375.958333,590,84.3,0,0,0,0,0,0,0,0,0,0
1361,1,0.0907,238.75,11.00209984,4.86,752,7626.958333,8575,25.0,1,0,0,0,0,0,0,0,0,0
1362,1,0.102,242.71,11.27663335,11.99,732,4686.958333,42703,40.4,3,0,0,1,0,0,0,1,0,0
1363,1,0.0907,210.1,10.37361617,1.84,742,2680.0,4889,10.7,1,0,0,1,0,0,0,0,0,0
1364,1,0.1083,244.94,11.40756495,20.91,747,5641.0,120338,47.5,0,0,0,0,1,0,0,0,0,0
1365,1,0.0907,191.0,11.08214255,5.0,752,4384.0,86,0.5,1,0,0,0,0,0,0,0,0,0
1366,1,0.0832,47.23,10.858999,12.39,722,3800.0,26571,33.7,0,0,0,0,0,0,0,1,0,0
1367,1,0.102,97.09,10.91508846,0.33,802,3216.958333,37,0.2,0,0,0,0,0,0,0,0,1,0
1368,1,0.1272,251.7,11.31447453,11.12,677,6008.0,12336,46.0,0,1,0,0,0,1,0,0,0,0
1369,1,0.1114,156.65,10.83958091,6.4,697,4709.958333,10537,41.0,2,0,0,0,1,0,0,0,0,0
1370,1,0.1336,338.68,10.71441777,1.73,687,3509.958333,3153,30.3,1,0,0,0,0,0,0,0,0,0
1371,1,0.0907,229.2,10.96812932,9.35,742,9419.958333,3392,9.2,1,0,0,0,0,0,0,0,1,0
1372,1,0.1146,411.97,11.32418334,14.16,707,6089.958333,41893,62.5,0,0,0,0,0,0,0,0,0,1
1373,1,0.1557,244.62,10.93310697,1.18,672,1409.958333,255,15.0,2,0,0,0,0,0,0,0,0,1
1374,1,0.1304,252.85,11.03488966,18.21,682,5777.958333,19099,89.2,1,0,0,0,0,1,0,0,0,0
1375,1,0.0938,335.76,10.91508846,6.41,737,2459.958333,1932,11.4,2,0,0,1,0,0,0,0,0,1
1376,1,0.1178,380.76,10.73116563,15.21,707,5039.958333,10197,75.5,0,0,0,0,0,1,0,0,0,0
1377,1,0.1304,182.06,11.251560699999999,22.08,707,5220.0,9282,15.0,1,0,1,0,0,1,0,0,0,0
1378,1,0.08,297.7,10.91508846,3.53,787,14159.958330000001,7171,10.7,2,0,0,1,0,0,1,0,0,0
1379,1,0.0938,383.73,11.81303006,9.91,767,13620.0,1579,7.2,0,0,0,0,0,0,0,0,0,1
1380,1,0.1493,865.78,11.98292909,10.73,682,1799.9583329999998,33256,73.9,0,0,0,0,0,0,0,0,0,0
1381,1,0.1209,299.32,10.87804719,4.3,692,1679.9583329999998,9735,72.1,1,0,0,0,0,1,0,0,0,0
1382,1,0.0938,359.74,10.71441777,12.96,757,3599.958333,12341,30.8,0,0,0,0,1,0,0,0,0,0
1383,1,0.1146,197.75,10.34817337,13.73,692,2069.958333,14154,85.8,0,0,0,1,1,0,0,0,0,0
1384,1,0.0768,124.77,10.23995979,5.57,777,6095.041667,4988,14.6,0,0,0,0,0,1,0,0,0,0
1385,1,0.1462,861.99,11.98292909,9.04,682,5369.958333,9925,45.1,1,2,0,1,1,0,0,0,0,0
1386,1,0.0938,172.68,11.49685706,19.36,732,6000.0,36976,53.1,2,0,0,0,1,0,0,0,0,0
1387,1,0.1178,248.32,10.30895266,17.72,692,6270.0,6349,44.7,1,1,0,0,0,0,0,1,0,0
1388,1,0.1209,598.64,11.112447900000001,19.22,702,5220.0,22897,64.5,1,0,1,1,1,0,0,0,0,0
1389,1,0.1272,536.11,11.73606902,10.62,692,5970.0,35114,52.6,0,0,0,0,0,0,0,0,0,0
1390,1,0.1367,236.43,11.75038998,11.16,662,6839.958333,31081,28.3,1,1,0,0,0,1,0,0,0,0
1391,1,0.1178,178.8,10.645424900000002,10.57,682,3780.0,6770,21.2,3,0,0,0,1,0,0,0,0,0
1392,1,0.0907,159.17,11.35040654,5.46,737,3090.0,6528,14.3,1,0,0,0,0,0,0,0,0,0
1393,1,0.0963,32.1,10.30895266,2.64,717,1928.9583329999998,11738,30.3,1,0,0,0,0,0,0,0,0,1
1394,1,0.1114,820.13,11.51292546,5.95,732,6119.958333,31752,53.1,2,0,0,0,0,0,0,1,0,0
1395,1,0.1304,384.34,11.47210347,8.98,697,1170.0,6201,66.7,1,0,0,0,0,0,0,0,0,0
1396,1,0.08,256.96,11.21182037,11.46,772,6419.958333,23891,19.3,0,0,0,0,1,0,0,0,0,0
1397,1,0.1178,264.88,10.858999,9.09,687,3629.958333,15217,58.1,0,0,0,0,1,0,0,0,0,0
1398,1,0.1051,260.06,10.71441777,11.41,787,3929.958333,2193,6.9,0,0,0,0,0,0,0,0,0,1
1399,1,0.1178,165.55,10.75790288,22.49,692,8160.0,0,0.0,3,0,1,1,1,0,0,0,0,0
1400,1,0.06,216.38,10.23995979,12.09,667,2550.0,14320,67.5,1,0,0,0,0,1,0,0,0,0
1401,1,0.0768,31.19,11.184421400000002,16.9,767,6419.958333,28938,23.4,0,0,0,0,0,0,0,0,0,0
1402,1,0.1241,517.87,10.54534144,9.06,692,5250.0,17297,77.6,1,0,1,0,0,1,0,0,0,0
1403,1,0.1083,215.55,11.184421400000002,17.87,712,3899.958333,5595,14.9,0,0,1,0,1,0,0,0,0,0
1404,1,0.1241,334.11,11.03488966,22.43,682,8669.958333,12792,50.6,2,2,0,0,0,1,0,0,0,0
1405,1,0.1241,233.88,11.51292546,7.88,677,9270.0,6410,41.4,0,0,0,0,1,0,0,0,0,0
1406,1,0.0768,109.17,10.858999,7.57,762,7831.0,1369,5.9,0,1,0,0,0,0,0,1,0,0
1407,1,0.1367,816.43,11.46163217,17.68,697,3330.0,34565,89.3,1,0,0,0,0,1,0,0,0,0
1408,1,0.102,161.81,11.15619338,8.21,732,3070.0,2535,50.7,3,0,0,0,0,0,0,0,0,0
1409,1,0.1083,489.88,11.01006801,16.01,732,5850.0,35692,40.1,3,0,0,0,0,1,0,0,0,0
1410,1,0.1178,215.22,11.42081018,2.14,732,4410.0,4541,96.6,2,0,0,1,0,0,0,1,0,0
1411,1,0.1241,200.47,10.77895629,17.53,707,6509.958333,1966,93.6,1,0,0,1,0,0,0,0,0,0
1412,1,0.1304,202.28,10.38887228,24.89,672,1830.0,3139,50.6,1,1,0,0,0,1,0,0,0,0
1413,1,0.08,313.37,10.59663473,6.48,777,4923.0,19998,18.3,1,0,0,0,0,0,0,0,0,0
1414,1,0.1083,81.65,11.00209984,12.36,692,5190.0,257,5.8,1,3,0,0,0,0,0,0,0,0
1415,1,0.1336,203.21,10.99373159,16.24,662,3539.958333,1995,30.7,1,0,0,0,0,0,0,0,0,0
1416,1,0.1367,489.86,11.69524702,13.01,672,4200.0,14827,43.5,3,0,0,1,0,1,0,0,0,0
1417,1,0.102,177.99,10.73630972,6.03,787,4589.958333,1442,13.5,0,0,0,0,0,0,0,0,0,0
1418,1,0.1178,595.97,11.44035477,17.43,707,3899.958333,29046,41.8,0,0,0,0,0,1,0,0,0,0
1419,1,0.102,275.07,10.66886237,9.15,727,2909.958333,6725,43.7,1,0,0,0,0,1,0,0,0,0
1420,1,0.1241,501.16,12.76568843,5.86,692,2429.958333,36073,72.9,2,0,0,1,0,0,0,0,0,1
1421,1,0.1051,325.08,11.05089001,22.63,717,6660.0,15655,44.3,3,0,0,0,0,1,0,0,0,0
1422,1,0.1146,329.57,10.49127422,19.3,702,2069.958333,5680,25.2,0,0,1,0,0,1,0,0,0,0
1423,1,0.1146,197.75,12.388394199999999,3.64,722,3209.958333,58753,94.0,0,0,0,0,0,0,0,0,0,0
1424,1,0.1146,329.57,10.89673933,21.69,722,5250.0,21462,40.9,1,0,0,0,0,0,0,0,0,1
1425,1,0.1209,330.08,11.44571672,12.92,687,2190.0,26845,80.5,0,0,0,0,0,0,0,0,1,0
1426,1,0.1462,517.2,11.58988651,11.56,667,4649.958333,13706,45.7,1,1,0,1,0,0,0,0,0,1
1427,1,0.0938,191.87,10.71441777,10.69,742,2760.0,1774,13.3,1,0,0,0,1,0,0,0,0,0
1428,1,0.1557,698.91,10.79957558,12.39,672,4830.0,13335,39.8,1,1,0,0,0,0,0,0,0,1
1429,1,0.1051,162.54,10.40477786,2.4,767,3848.0,1411,35.3,1,0,0,0,0,1,0,0,0,0
1430,1,0.1083,391.9,10.57131693,18.22,717,2519.958333,16100,39.3,1,0,0,0,0,1,0,0,0,0
1431,1,0.1114,328.06,10.621424900000001,21.92,722,2640.0,9042,16.2,2,0,0,0,0,0,0,1,0,0
1432,1,0.102,485.42,11.51292546,7.93,747,3599.958333,86429,37.8,0,0,0,1,0,0,0,0,0,1
1433,1,0.1304,505.7,11.98292909,12.61,692,3569.958333,30055,72.1,0,0,0,0,0,0,0,0,0,0
1434,1,0.1304,134.86,10.40426284,12.8,667,8130.0,6793,31.4,3,2,0,0,0,0,1,0,0,0
1435,1,0.1304,674.27,12.22342128,7.02,692,3720.0,61977,59.3,0,0,0,0,0,1,0,0,0,0
1436,1,0.1146,329.57,11.45100751,7.85,727,6600.0,17465,95.4,1,0,0,1,0,1,0,0,0,0
1437,1,0.1178,496.64,11.12726298,22.43,717,8013.0,10635,46.9,0,0,0,0,0,1,0,0,0,0
1438,1,0.1126,336.03,11.15625052,1.73,742,3038.041667,7044,13.7,3,0,0,0,0,0,1,0,0,0
1439,1,0.1493,346.32,11.00209984,20.58,682,6720.0,56189,89.2,0,0,0,1,0,0,0,0,0,1
1440,1,0.1083,653.17,11.08220409,8.2,742,4171.0,12418,66.2,1,0,0,1,0,1,0,0,0,0
1441,1,0.1241,260.61,11.14186178,11.5,682,1920.0,36081,87.8,1,0,1,0,0,0,1,0,0,0
1442,1,0.1442,206.3,11.17147687,15.18,662,6709.041667,38616,76.3,1,0,0,0,1,0,0,0,0,0
1443,1,0.0907,318.33,11.03495418,4.32,782,5369.958333,49421,2.7,1,0,0,0,0,1,0,0,0,0
1444,1,0.1051,243.81,10.85892207,7.82,722,4379.958333,5911,20.9,3,0,0,0,0,1,0,0,0,0
1445,1,0.102,161.81,10.59653473,13.08,722,3929.958333,6013,51.0,3,0,0,0,0,1,0,0,0,0
1446,1,0.1367,110.56,10.1266311,24.34,672,1223.041667,10098,24.7,2,0,0,0,0,1,0,0,0,0
1447,1,0.102,58.26,10.645424900000002,11.09,707,2519.958333,3628,26.1,2,0,0,0,0,0,0,1,0,0
1448,1,0.1114,492.08,11.22524339,7.81,722,7140.0,14340,71.3,0,0,0,0,0,1,0,0,0,0
1449,1,0.1367,748.39,11.0744205,13.13,687,3989.958333,25716,55.4,0,0,0,0,0,1,0,0,0,0
1450,1,0.1051,747.67,11.22524339,24.93,772,3840.0,3553,5.6,1,0,0,0,0,1,0,0,0,0
1451,1,0.1178,529.75,10.621424900000001,15.31,712,3000.041667,19604,43.3,3,0,0,0,1,0,0,0,0,0
1452,1,0.1241,400.93,11.40756495,7.4,697,1470.0,10868,37.6,2,0,0,0,0,1,0,0,0,0
1453,1,0.1493,519.47,11.60823564,24.8,662,5580.0,36002,71.3,1,1,0,0,0,1,0,0,0,0
1454,1,0.1051,126.78,11.22524339,20.23,707,4619.958333,4508,30.7,0,0,0,0,1,0,0,0,0,0
1455,1,0.08,125.35,10.97678203,5.07,817,4081.0,345,0.6,0,0,0,0,0,0,0,0,0,0
1456,1,0.1083,246.57,10.37361617,21.48,717,5990.041667,7779,83.6,1,0,0,0,0,1,0,0,0,0
1457,1,0.1083,261.27,10.62132735,13.29,712,5190.0,30362,46.4,1,0,0,0,1,0,0,0,0,0
1458,1,0.1493,346.32,11.31447453,8.68,682,5339.958333,9,0.0,0,0,0,0,0,0,0,0,0,1
1459,1,0.1148,725.31,11.28978191,3.33,762,3925.958333,6628,7.3,1,0,0,0,0,0,0,0,1,0
1460,1,0.102,485.42,10.3155972,12.87,752,5789.958333,14857,31.3,2,1,0,0,1,0,0,0,0,0
1461,1,0.0938,207.85,10.1266311,15.98,767,3757.041667,583,21.6,3,0,0,0,0,0,0,0,0,0
1462,1,0.1178,331.1,10.80576049,17.67,722,3599.958333,27496,33.4,1,0,0,0,0,0,0,0,0,1
1463,1,0.1272,302.04,10.57131693,9.29,712,6179.958333,3910,46.3,0,0,0,0,0,1,0,0,0,0
1464,1,0.1051,260.06,10.43399815,11.19,757,2520.0,10,0.1,3,0,0,1,0,0,0,0,1,0
1465,1,0.1051,165.79,11.02190247,5.67,752,1799.9583329999998,40,1.7,0,0,0,0,0,0,0,0,0,1
1466,1,0.1272,268.48,10.97848998,0.51,702,4019.958333,276,0.8,2,0,0,0,0,0,0,0,0,1
1467,1,0.0907,95.5,11.06929109,3.03,727,6509.958333,4483,72.3,0,0,0,1,1,0,0,0,0,0
1468,1,0.102,103.56,10.37349118,4.95,717,9570.0,995,2.2,1,2,0,0,0,0,0,0,0,0
1469,1,0.1399,410.08,10.79314679,10.11,662,4830.0,15043,76.0,1,0,0,0,0,1,0,0,0,0
1470,1,0.1146,79.1,10.77895629,12.43,682,1950.0416670000002,5027,62.8,1,0,0,0,0,0,0,1,0,0
1471,1,0.1178,331.1,11.09133097,8.8,717,2310.0,27406,40.5,2,0,0,0,0,1,0,0,0,0
1472,1,0.1241,559.63,10.71441777,24.75,722,6179.958333,28116,95.3,1,0,0,0,1,0,0,0,0,0
1473,1,0.1146,49.44,10.26102213,7.22,702,1650.0,0,0.0,2,1,0,0,0,0,0,0,0,0
1474,1,0.1525,869.7,11.81303006,15.56,722,11850.0,95356,58.1,0,0,0,0,0,0,0,0,0,1
1475,1,0.1114,262.45,11.00209984,8.64,702,4350.0,3754,50.7,1,1,0,0,0,1,0,0,0,0
1476,1,0.1367,217.72,11.612770800000002,24.03,667,4739.958333,36475,92.3,3,0,0,0,1,0,0,0,0,0
1477,1,0.08,344.71,10.69194491,1.94,822,11579.95833,3879,7.9,2,0,0,0,0,0,0,0,0,0
1478,1,0.1083,440.89,11.26446411,11.52,717,4319.958333,12266,41.2,1,0,0,1,0,1,0,0,0,0
1479,1,0.1083,620.51,10.91501573,14.34,772,4229.958333,5503,55.0,4,0,0,0,0,1,0,0,0,0
1480,1,0.1367,326.57,11.236222900000001,13.97,682,3636.958333,9375,93.7,0,0,0,0,0,0,0,0,0,1
1481,1,0.1272,503.39,10.81977828,24.94,687,3690.0,8214,54.4,0,0,0,0,0,1,0,0,0,0
1482,1,0.1399,307.56,10.55059079,10.71,662,4590.0,3015,82.2,0,0,0,0,0,1,0,0,0,0
1483,1,0.14300000000000002,411.89,11.184421400000002,20.87,662,3269.958333,12089,64.6,0,0,0,0,0,0,0,1,0,0
1484,1,0.1442,515.74,11.22524339,3.22,682,3180.041667,15137,43.6,0,2,0,0,0,1,0,0,0,0
1485,1,0.0907,222.83,10.73639668,21.65,747,2970.0,5368,16.6,0,0,0,0,0,0,0,0,0,0
1486,1,0.14300000000000002,274.59,10.52406404,23.27,667,3000.0,11531,76.9,1,0,0,0,0,1,0,0,0,0
1487,1,0.1426,411.67,11.50287513,3.83,762,6059.958333,10106,67.4,3,0,0,0,0,0,0,0,0,1
1488,1,0.1146,823.93,11.36210258,13.86,757,4530.0,46055,20.2,0,0,0,1,0,0,0,0,0,1
1489,1,0.1304,269.71,10.74720759,5.7,677,8249.958333,8033,73.0,0,0,0,0,0,1,0,0,0,0
1490,1,0.1241,185.43,9.998797732,11.73,677,3539.958333,1212,22.9,3,0,0,1,0,0,1,0,0,0
1491,1,0.08,313.37,11.09741002,20.25,772,8220.0,9632,6.8,3,0,0,0,0,1,0,0,0,0
1492,1,0.1083,308.63,11.15625052,14.33,727,5069.958333,13823,79.9,0,0,0,0,0,0,0,0,0,0
1493,1,0.14300000000000002,34.33,9.61580548,15.04,662,3330.0,6553,96.0,3,0,0,0,0,0,1,0,0,0
1494,1,0.1304,185.43,9.998797732,5.02,697,2159.958333,2614,52.3,0,0,0,0,0,0,0,0,0,0
1495,1,0.1525,556.61,10.97164063,11.48,662,4920.0,16052,88.2,3,0,0,1,0,1,0,0,0,0
1496,1,0.1083,293.93,10.55841352,17.86,737,2670.041667,0,0.0,1,0,0,0,0,1,0,0,0,0
1497,1,0.1209,232.81,10.77895629,9.8,712,4290.0,5585,6.4,1,0,1,0,0,1,0,0,0,0
1498,1,0.1272,335.6,10.59923136,22.53,682,4020.0,408,2.1,3,2,0,0,0,0,0,0,0,0
1499,1,0.1114,98.42,10.621424900000001,4.54,702,3840.041667,4693,75.2,0,0,0,0,0,0,0,0,0,0
1500,1,0.1367,340.18,11.00209984,12.54,697,3570.0,27860,89.4,3,0,0,0,0,1,0,0,0,0
1501,1,0.1146,184.56,11.42954386,8.28,692,6030.041667,5559,58.5,2,0,1,0,0,0,0,0,0,0
1502,1,0.1051,195.05,10.30895266,14.36,727,1920.0416670000002,5028,40.2,0,0,0,0,0,1,0,0,0,0
1503,1,0.1178,49.67,11.98292909,7.68,682,3630.0,5350,87.7,3,0,0,0,1,0,0,0,0,0
1504,1,0.1146,273.55,11.31447453,15.5,727,3364.041667,22164,96.8,1,0,0,0,1,0,0,0,0,0
1505,1,0.1051,174.73,11.43932198,19.8,762,7590.0,14494,29.6,6,0,0,0,0,0,0,0,0,0
1506,1,0.1083,78.38,10.46310334,17.62,712,2640.041667,15755,88.5,0,0,0,0,0,1,0,0,0,0
